MODEL,ITERATION,NUMBEROFEVENTS,NUMBEROFEDGES,CPP_TIME,ETA_TIME,ETAP_TIME,GETA_TIME,GETAP_TIME,CPP_CES,ETA_CES,ETAP_CES,GETA_CES,GETAP_CES,CPP_TOTALEVENTS,ETA_TOTALEVENTS,ETAP_TOTALEVENTS,GETA_TOTALEVENTS,GETAP_TOTALEVENTS,CPP_AVGTCLEN,ETA_AVGTCLEN,ETAP_AVGTCLEN,GETA_AVGTCLEN,GETAP_AVGTCLEN
17.esg4wsc,69,10,10,500933134,89773,113337,110089,125966,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,70,10,10,500879497,91560,112252,109925,125880,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,71,10,10,500921317,91023,113482,110605,132438,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,72,10,10,500889742,89954,110420,110912,136857,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,73,10,10,500914419,96030,117860,115542,129078,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,74,10,10,500877194,91197,114612,110388,127044,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,75,10,10,500904496,92219,113104,142596,168970,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,76,10,10,500873086,91368,114625,111250,127967,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,77,10,10,500901154,90615,109952,113392,160664,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,78,10,10,500908753,88874,110385,112154,125459,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,79,10,10,500900344,90129,116006,112026,125677,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,80,10,10,500904366,91455,112367,115329,126943,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,81,10,10,500910868,90162,114088,109875,125376,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,82,10,10,500920325,89617,113224,109047,126247,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,83,10,10,500876124,91342,114162,112050,126444,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,84,10,10,500910580,93404,116757,113182,129424,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,85,10,10,500891131,91152,114394,109508,125284,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,86,10,10,500875601,90272,149955,110040,126407,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,87,10,10,500876872,90224,112262,368603,427467,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,88,10,10,500965201,89709,111656,109816,126647,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,89,10,10,500924143,100618,112698,111313,124675,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,90,10,10,500881727,87977,110864,111560,125737,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,91,10,10,500877660,117640,112906,108912,126730,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,92,10,10,500880624,91096,112891,109899,128061,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,93,10,10,500907247,90545,123419,108885,131191,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,94,10,10,500896578,91633,110260,109583,132336,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,95,10,10,500876836,90320,113397,109083,124926,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,96,10,10,500886325,91748,114637,110227,130225,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,97,10,10,500884914,89606,113973,108035,131748,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,98,10,10,500902364,91443,112765,111410,126034,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,99,10,10,500899078,95192,114677,111339,126530,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
17.esg4wsc,100,10,10,500931820,89579,111196,108190,128258,2.00,2.00,2.00,2.00,2.00,13.00,13.00,13.00,13.00,13.00,6.50,6.50,6.50,6.50,6.50
19.esg4wsc,1,11,12,500970425,126268,168780,148401,175099,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,2,11,12,500949757,120433,156537,152501,179708,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,3,11,12,500907097,121099,155165,151474,176272,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,4,11,12,500973137,120842,161476,148607,174566,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,5,11,12,500929007,150529,165555,154307,175668,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,6,11,12,500929803,279674,171444,150461,179950,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,7,11,12,500911778,73660,165791,155244,207040,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,8,11,12,500949087,73737,161609,149091,176305,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,9,11,12,500938880,74439,166231,147449,218716,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,10,11,12,500926722,76085,168908,146347,178422,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,11,11,12,500932740,74411,166770,186854,196644,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,12,11,12,500909608,72212,168475,155843,177579,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,13,11,12,500933785,71600,170589,188528,180140,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,14,11,12,500928160,73830,165267,156941,175828,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,15,11,12,500916037,74424,164797,190926,180832,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,16,11,12,500914011,70518,167129,178276,197703,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,17,11,12,500904937,73998,241507,178720,176875,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,18,11,12,500870693,74762,377904,146733,172137,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,19,11,12,500914110,77444,118066,148707,175065,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,20,11,12,500914769,70428,124209,147680,168064,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,21,11,12,500981235,77042,119899,150581,174077,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,22,11,12,500913103,70006,117334,147269,176634,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,23,11,12,500916534,76269,144067,147334,171795,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,24,11,12,500910001,75165,115986,149494,168858,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,25,11,12,500929526,70464,117179,180384,190128,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,26,11,12,500915008,72992,115003,146019,177720,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,27,11,12,500911607,69503,117121,178505,175463,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,28,11,12,500927491,75192,115639,150449,170439,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,29,11,12,500936226,70755,116512,144460,190319,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,30,11,12,500913757,73819,142862,151351,172644,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,31,11,12,500915154,73564,113813,146920,203181,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,32,11,12,500923922,75826,110936,149278,169003,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,33,11,12,500905483,74154,116273,148101,203026,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,34,11,12,501034343,78365,120263,150879,170108,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,35,11,12,500931087,72659,111029,152874,211504,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,36,11,12,500896659,76103,114274,146166,176057,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,37,11,12,500938383,75088,113018,148752,170275,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,38,11,12,500889043,71482,114492,145520,167935,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,39,11,12,500914564,74281,113527,148339,171216,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,40,11,12,500945629,73360,114965,143214,172859,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,41,11,12,500933087,72218,113698,147520,169441,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,42,11,12,500910784,74281,111593,149594,169790,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,43,11,12,500917776,76268,111631,149258,178004,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,44,11,12,500947448,70437,113824,146637,170626,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,45,11,12,500932597,75761,114235,142431,171965,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,46,11,12,500965792,101545,117378,150200,168555,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,47,11,12,500904629,67280,111382,143626,165157,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,48,11,12,501154170,2481916,426839,544088,318797,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,49,11,12,500895050,69287,115141,144129,165846,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,50,11,12,500904284,69663,109526,145189,163764,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,51,11,12,500902602,67491,108162,144780,167666,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,52,11,12,500917388,68443,106471,142606,180263,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,53,11,12,500865205,69170,103773,140779,165613,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,54,11,12,500905176,69971,108213,142223,188685,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,55,11,12,500882489,76271,105874,145787,164441,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,56,11,12,500914752,72023,151856,149286,190542,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,57,11,12,500973514,68821,112064,144505,166337,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,58,11,12,500996453,70022,115327,142188,169743,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,59,11,12,501037070,67423,109027,170058,173967,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,60,11,12,500803500,67851,109856,161974,159187,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,61,11,12,500840656,74216,114301,135948,157284,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,62,11,12,500824261,76598,143793,134543,154923,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,63,11,12,500841488,73671,123796,136720,156713,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,64,11,12,500802380,71853,107769,138266,191351,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,65,11,12,500725844,70848,110952,132942,154841,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,66,11,12,500738677,67395,110924,135004,158093,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,67,11,12,500773435,69415,110418,134402,158081,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,68,11,12,500730742,68220,108491,135457,158497,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,69,11,12,500728329,67543,148178,135602,156252,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,70,11,12,500730184,67633,109954,135457,155362,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,71,11,12,500724288,71903,111613,142179,159670,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,72,11,12,500739608,68864,110837,136163,162276,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,73,11,12,500753168,72126,107818,131330,152816,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,74,11,12,500769936,68262,107191,137717,158424,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,75,11,12,500727387,74285,112485,133663,155500,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,76,11,12,500744338,70299,114663,166976,155657,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,77,11,12,500726167,69617,110573,135998,156432,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,78,11,12,500731169,66416,108654,137422,155395,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,79,11,12,500753413,70134,110260,135850,156344,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,80,11,12,500743993,70004,108980,135352,158544,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,81,11,12,500779581,68249,108065,134127,155066,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,82,11,12,500753088,71182,112101,136034,156337,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,83,11,12,500760031,67152,114396,135339,161190,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,84,11,12,500734964,67605,115316,138246,154625,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,85,11,12,500731925,68157,108744,142127,166673,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,86,11,12,500730687,68152,111455,133728,156874,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,87,11,12,500737866,68693,109330,134635,154713,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,88,11,12,500747506,70354,110903,132054,158028,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,89,11,12,500743351,71001,114890,134593,158437,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,90,11,12,500741990,67142,112119,134352,190762,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,91,11,12,500749407,67106,109075,134415,158178,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,92,11,12,500720104,69951,108132,132246,160017,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,93,11,12,500782868,69334,109388,137386,157533,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,94,11,12,500754413,69646,103682,134442,155768,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,95,11,12,500731872,73397,116123,132643,156692,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,96,11,12,500734929,65948,112418,133044,157183,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,97,11,12,500751217,69495,109664,142368,158159,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,98,11,12,500744513,69948,108887,132771,163402,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,99,11,12,500724616,70004,105397,134400,159585,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
19.esg4wsc,100,11,12,500780658,72419,112241,135575,160361,3.00,3.00,3.00,3.00,3.00,15.00,15.00,15.00,15.00,15.00,5.00,5.00,5.00,5.00,5.00
13.esg4wsc,1,13,15,501002113,124206,134315,158401,200021,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,2,13,15,500897149,73990,131385,168079,191056,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,3,13,15,500905654,72582,129849,157843,190334,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,4,13,15,500879595,75558,132292,158938,191424,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,5,13,15,500932319,74195,131926,159117,191396,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,6,13,15,500897939,72348,130881,163843,188738,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,7,13,15,500903428,71663,137237,158439,209840,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,8,13,15,500879172,79801,132004,173656,188563,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,9,13,15,500930761,83985,127527,154924,190010,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,10,13,15,500961358,75062,134116,157890,191317,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,11,13,15,501045002,74727,130373,156993,212832,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,12,13,15,500819131,74960,158219,159672,215819,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,13,13,15,500841461,81171,126564,158437,183386,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,14,13,15,500833580,75080,121861,155346,187765,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,15,13,15,500837534,78420,124685,154700,186907,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,16,13,15,500837374,74365,124444,159269,183448,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,17,13,15,500842276,74103,135678,156923,182172,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,18,13,15,500858211,80041,122114,158254,182170,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
13.esg4wsc,19,13,15,500849209,74995,122665,156750,195238,4.00,4.00,4.00,4.00,4.00,24.00,24.00,24.00,24.00,24.00,6.00,6.00,6.00,6.00,6.00
