SEED,ITERATION,NUMBEROFEVENTS,NUMBEROFEDGES,CPP_TIME,ETA_TIME,ETAP_TIME,GETA_TIME,GETAP_TIME,CPP_CES,ETA_CES,ETAP_CES,GETA_CES,GETAP_CES,CPP_TOTALEVENTS,ETA_TOTALEVENTS,ETAP_TOTALEVENTS,GETA_TOTALEVENTS,GETAP_TOTALEVENTS,CPP_AVGTCLEN,ETA_AVGTCLEN,ETAP_AVGTCLEN,GETA_AVGTCLEN,GETAP_AVGTCLEN
-4014733738538862917,78,400,639,628901235,142645749,108450842,38516281,38764745,29.00,239.00,181.00,115.00,100.00,946.00,2954.00,2370.00,1954.00,1790.00,32.62,12.36,13.09,16.99,17.90
5169870317799611872,79,400,639,615814573,150891012,111616806,41317335,37793054,23.00,239.00,172.00,113.00,97.00,906.00,3326.00,2518.00,1980.00,1808.00,39.39,13.92,14.64,17.52,18.64
6795215054327484951,80,400,635,641669516,110278366,90028445,39874861,35327956,57.00,235.00,180.00,144.00,121.00,1202.00,2844.00,2312.00,2364.00,2118.00,21.09,12.10,12.84,16.42,17.50
5628575827229560818,81,400,639,632381435,185042711,137372987,43138808,42917513,13.00,239.00,184.00,107.00,94.00,904.00,3330.00,2684.00,2138.00,1936.00,69.54,13.93,14.59,19.98,20.60
4875121189785587817,82,400,636,635012393,136696088,108650254,45387045,47282462,34.00,236.00,179.00,131.00,111.00,1092.00,3352.00,2666.00,2480.00,2208.00,32.12,14.20,14.89,18.93,19.89
5009234644487053986,83,400,637,620893639,141991783,102687882,44769084,37666286,33.00,237.00,174.00,122.00,103.00,950.00,2992.00,2332.00,1970.00,1736.00,28.79,12.62,13.40,16.15,16.85
-3711656674957190091,84,400,637,624848698,149244460,113032235,31343253,29510117,32.00,237.00,177.00,101.00,89.00,942.00,3046.00,2412.00,1664.00,1554.00,29.44,12.85,13.63,16.48,17.46
5546685318315440129,85,400,641,633998229,172703591,129175143,34196118,32513744,17.00,241.00,174.00,101.00,91.00,882.00,3036.00,2324.00,1972.00,1854.00,51.88,12.60,13.36,19.52,20.37
-9041257746676101414,86,400,640,652535073,184173222,141867333,40818602,37523154,14.00,240.00,185.00,111.00,97.00,928.00,3270.00,2626.00,2280.00,2024.00,66.29,13.63,14.19,20.54,20.87
4797844555811240588,87,400,641,632692769,167327671,127119257,48595450,39277497,18.00,241.00,181.00,114.00,99.00,914.00,3114.00,2468.00,2322.00,2120.00,50.78,12.92,13.64,20.37,21.41
2640558433089583882,88,400,634,665950987,119413294,90353487,40661545,36461225,48.00,234.00,174.00,132.00,112.00,1082.00,2786.00,2180.00,2068.00,1864.00,22.54,11.91,12.53,15.67,16.64
-6704409406040117565,89,400,634,672304151,112580636,88175527,39945981,37019441,47.00,234.00,179.00,133.00,116.00,1192.00,3058.00,2462.00,2112.00,1942.00,25.36,13.07,13.75,15.88,16.74
5396315723047398005,90,400,641,605757310,190255989,133230769,23903758,23092342,18.00,241.00,176.00,80.00,73.00,848.00,3112.00,2386.00,1604.00,1534.00,47.11,12.91,13.56,20.05,21.01
4055072130597308919,91,400,637,609476687,144411790,104771496,40258831,29256277,34.00,237.00,178.00,108.00,88.00,1002.00,3266.00,2586.00,1994.00,1762.00,29.47,13.78,14.53,18.46,20.02
26939247970927303,92,400,638,620064228,201295790,149339406,40350681,36065024,12.00,238.00,174.00,100.00,85.00,920.00,3798.00,2938.00,2582.00,2336.00,76.67,15.96,16.89,25.82,27.48
3133268525711712872,93,400,633,641653928,123340411,90706429,42625230,40788480,46.00,233.00,174.00,137.00,116.00,1174.00,3090.00,2456.00,2274.00,2028.00,25.52,13.26,14.11,16.60,17.48
-5891733595313306155,94,400,638,623423295,135015316,101728215,34083029,30566805,28.00,238.00,178.00,116.00,98.00,928.00,2922.00,2304.00,2044.00,1844.00,33.14,12.28,12.94,17.62,18.82
-1870764952039306097,95,400,639,634248354,131524496,93536999,42479196,38736300,40.00,239.00,171.00,123.00,110.00,964.00,2758.00,2108.00,1808.00,1688.00,24.10,11.54,12.33,14.70,15.35
-4666552372860886766,96,400,635,653408658,115486854,84280879,42889919,35880140,52.00,235.00,171.00,143.00,117.00,1086.00,2824.00,2200.00,2238.00,1962.00,20.88,12.02,12.87,15.65,16.77
-2829461655241868873,97,400,638,649703300,170491784,133051587,36271181,32924317,21.00,238.00,182.00,105.00,92.00,928.00,3166.00,2542.00,2210.00,2012.00,44.19,13.30,13.97,21.05,21.87
6565598151484244039,98,400,637,639651743,128403497,95322601,44571945,35982983,41.00,237.00,172.00,125.00,107.00,1054.00,2984.00,2304.00,1998.00,1820.00,25.71,12.59,13.40,15.98,17.01
7995769670037760977,99,400,639,631594454,211090809,131524075,51512567,44926864,18.00,239.00,184.00,122.00,109.00,1014.00,3372.00,2728.00,2356.00,2166.00,56.33,14.11,14.83,19.31,19.87
-6379887952946604157,100,400,638,645246687,120338912,89629771,24228391,22038456,45.00,238.00,178.00,101.00,90.00,948.00,2526.00,1988.00,1622.00,1504.00,21.07,10.61,11.17,16.06,16.71
-7504811096326986084,1,450,719,697662881,179819476,137236434,40325026,35810892,38.00,269.00,195.00,122.00,104.00,1044.00,3288.00,2526.00,1852.00,1668.00,27.47,12.22,12.95,15.18,16.04
3308182483728009870,2,450,715,733751179,152632433,118502736,48717656,40723423,55.00,265.00,201.00,150.00,124.00,1182.00,3238.00,2578.00,2550.00,2290.00,21.49,12.22,12.83,17.00,18.47
-5380552727130292415,3,450,713,689008005,159498032,126176995,59230674,52872083,42.00,263.00,199.00,148.00,131.00,1174.00,3306.00,2638.00,2336.00,2150.00,27.95,12.57,13.26,15.78,16.41
-4984165676668593370,4,450,718,673842261,172049679,123359324,52420329,45858432,43.00,268.00,194.00,138.00,120.00,1192.00,3498.00,2684.00,2372.00,2174.00,27.72,13.05,13.84,17.19,18.12
4465281834799066328,5,450,717,685311192,154253032,122990882,50401656,41168399,47.00,267.00,197.00,136.00,118.00,1118.00,3178.00,2482.00,2020.00,1858.00,23.79,11.90,12.60,14.85,15.75
3146084337982210370,6,450,713,701918554,148443068,109283004,51819892,44242576,50.00,263.00,195.00,141.00,120.00,1168.00,3280.00,2542.00,2096.00,1868.00,23.36,12.47,13.04,14.87,15.57
7817666895870558739,7,450,718,661122904,201994063,157424656,49990695,46107697,20.00,268.00,200.00,128.00,115.00,1158.00,4148.00,3226.00,2826.00,2614.00,57.90,15.48,16.13,22.08,22.73
-6601412142418757787,8,450,720,669593831,193686654,141306369,36868197,33956774,33.00,270.00,195.00,114.00,100.00,1014.00,3396.00,2598.00,2044.00,1856.00,30.73,12.58,13.32,17.93,18.56
-8916616614995511857,9,450,718,696344008,168703764,118530682,56319041,50526998,43.00,268.00,198.00,148.00,126.00,1170.00,3294.00,2598.00,2514.00,2258.00,27.21,12.29,13.12,16.99,17.92
2868004132048194108,10,450,718,694284904,231776223,181333481,47634992,45241770,16.00,268.00,199.00,113.00,100.00,1106.00,4128.00,3206.00,2692.00,2472.00,69.13,15.40,16.11,23.82,24.72
7180790509127112496,11,450,719,693713176,180087429,134287469,55983087,54388997,33.00,269.00,201.00,148.00,122.00,1086.00,3544.00,2764.00,2552.00,2236.00,32.91,13.17,13.75,17.24,18.33
-7899027895927135381,12,450,719,692017047,215896518,170689319,51019485,48150539,20.00,269.00,206.00,122.00,111.00,1134.00,3796.00,3044.00,2570.00,2356.00,56.70,14.11,14.78,21.07,21.23
-9097435154219524086,13,450,718,681896005,190358087,140361772,32249434,30075302,31.00,268.00,201.00,106.00,91.00,998.00,3248.00,2570.00,1920.00,1766.00,32.19,12.12,12.79,18.11,19.41
-5973882261693645681,14,450,717,704933961,173773641,136476677,48681147,45110706,45.00,267.00,206.00,142.00,123.00,1142.00,3064.00,2480.00,2288.00,2086.00,25.38,11.48,12.04,16.11,16.96
-7023905180367976062,15,450,718,670910570,185536588,152751468,49208499,51239609,32.00,268.00,201.00,134.00,113.00,1036.00,3360.00,2664.00,2104.00,1886.00,32.38,12.54,13.25,15.70,16.69
-5632452603196506496,16,450,715,668853370,212110005,137636475,54292480,51055751,35.00,265.00,196.00,142.00,121.00,1182.00,3964.00,3086.00,2876.00,2614.00,33.77,14.96,15.74,20.25,21.60
-2694448147112016140,17,450,721,683727164,236078872,179206324,50273001,44986277,16.00,271.00,200.00,119.00,99.00,1030.00,3886.00,3036.00,2668.00,2380.00,64.38,14.34,15.18,22.42,24.04
-3459641549457731370,18,450,722,687061295,218213058,171645303,49325660,38131463,20.00,272.00,204.00,118.00,102.00,1020.00,3308.00,2616.00,2266.00,2040.00,51.00,12.16,12.82,19.20,20.00
7068175490915781399,19,450,715,676069954,155803540,122974209,60558950,50779264,42.00,265.00,193.00,153.00,126.00,1268.00,3828.00,2942.00,2648.00,2318.00,30.19,14.45,15.24,17.31,18.40
4841596152537767342,20,450,714,694390442,179138817,129912454,60135603,49928134,53.00,264.00,200.00,146.00,125.00,1240.00,3494.00,2788.00,2434.00,2190.00,23.40,13.23,13.94,16.67,17.52
3838180920982076255,21,450,714,738121984,151500221,110546060,50329046,48287251,51.00,264.00,190.00,150.00,121.00,1282.00,3530.00,2696.00,2574.00,2250.00,25.14,13.37,14.19,17.16,18.60
8139897602920369582,22,450,716,714112779,164259993,127523747,47634236,43721433,43.00,266.00,196.00,133.00,114.00,1040.00,3046.00,2362.00,1926.00,1738.00,24.19,11.45,12.05,14.48,15.25
8426772227166893474,23,450,717,682368149,162297823,116212409,48469941,44472848,57.00,267.00,196.00,144.00,118.00,1172.00,3086.00,2414.00,1978.00,1754.00,20.56,11.56,12.32,13.74,14.86
3011466839891198021,24,450,720,684906394,208396281,163213555,40831906,42763340,23.00,270.00,202.00,113.00,97.00,1006.00,3632.00,2854.00,2208.00,1966.00,43.74,13.45,14.13,19.54,20.27
8496714625761086462,25,450,715,686071527,179215755,131856004,48478903,43344716,30.00,265.00,193.00,134.00,111.00,1170.00,3944.00,3026.00,2668.00,2330.00,39.00,14.88,15.68,19.91,20.99
-8075975157772745673,26,450,719,686612244,168307245,116789532,45071301,45226898,59.00,269.00,199.00,137.00,117.00,1078.00,2834.00,2218.00,1884.00,1700.00,18.27,10.54,11.15,13.75,14.53
8869416056121531129,27,450,720,647400912,238229592,180718599,49074562,41444987,14.00,270.00,200.00,111.00,97.00,982.00,3774.00,2926.00,2064.00,1894.00,70.14,13.98,14.63,18.59,19.53
-7545160646589950888,28,450,717,673632647,191137310,144282926,58864681,54476266,33.00,267.00,199.00,140.00,119.00,1086.00,3362.00,2658.00,2318.00,2088.00,32.91,12.59,13.36,16.56,17.55
9181574917326806505,29,450,718,704218829,165699276,126951430,47438497,44278717,48.00,268.00,198.00,133.00,114.00,1064.00,2982.00,2334.00,1796.00,1616.00,22.17,11.13,11.79,13.50,14.18
8046467201333107863,30,450,714,695558868,169118906,117364528,47136469,38506955,48.00,264.00,189.00,133.00,110.00,1112.00,3232.00,2484.00,2066.00,1832.00,23.17,12.24,13.14,15.53,16.65
-3250779396123613803,31,450,720,677680923,254064713,178229371,47481770,43921856,13.00,270.00,204.00,116.00,103.00,1018.00,3848.00,3080.00,2786.00,2628.00,78.31,14.25,15.10,24.02,25.51
3003010894448626494,32,450,714,687539489,142341293,110455611,54668218,52763871,58.00,264.00,198.00,159.00,132.00,1270.00,3386.00,2684.00,2476.00,2192.00,21.90,12.83,13.56,15.57,16.61
5758648711412159772,33,450,717,699356692,202022039,144251288,56773789,44294178,26.00,267.00,197.00,127.00,110.00,1052.00,3486.00,2718.00,2434.00,2228.00,40.46,13.06,13.80,19.17,20.25
5897908531322974839,34,450,719,662470196,236268355,178584886,37955799,34437648,14.00,269.00,203.00,108.00,94.00,1038.00,3838.00,3036.00,2896.00,2624.00,74.14,14.27,14.96,26.81,27.91
-6622787545248478955,35,450,720,675470687,230873999,168000634,41921894,44016893,17.00,270.00,196.00,110.00,94.00,1002.00,3656.00,2806.00,2140.00,1948.00,58.94,13.54,14.32,19.45,20.72
3453648048209247761,36,450,719,674350000,189270175,138156801,37366739,34645068,36.00,269.00,197.00,112.00,100.00,1036.00,3260.00,2532.00,1946.00,1820.00,28.78,12.12,12.85,17.38,18.20
1056846698774007031,37,450,721,746811821,149873642,112815581,56239376,50612434,60.00,271.00,205.00,157.00,139.00,1148.00,2806.00,2240.00,2088.00,1926.00,19.13,10.35,10.93,13.30,13.86
-8863013840180477564,38,450,717,706396807,177199919,128536235,42958751,40727212,42.00,267.00,201.00,126.00,113.00,1078.00,3066.00,2432.00,2076.00,1956.00,25.67,11.48,12.10,16.48,17.31
4977422869855535803,39,450,715,713247975,145851465,111750825,51903840,43967403,52.00,265.00,197.00,150.00,127.00,1194.00,3228.00,2528.00,2308.00,2076.00,22.96,12.18,12.83,15.39,16.35
-8178283390573125070,40,450,721,669211082,241234169,180923723,51693877,47151579,14.00,271.00,209.00,122.00,106.00,988.00,3756.00,3028.00,2612.00,2308.00,70.57,13.86,14.49,21.41,21.77
570543118492033215,41,450,718,724435906,148580201,119654190,49481971,40580746,54.00,268.00,201.00,152.00,123.00,1188.00,3134.00,2486.00,2554.00,2250.00,22.00,11.69,12.37,16.80,18.29
6302468800979263983,42,450,713,726907108,161088396,122306180,50590196,46498030,44.00,263.00,198.00,144.00,122.00,1166.00,3410.00,2706.00,2460.00,2228.00,26.50,12.97,13.67,17.08,18.26
-5351957761198642707,43,450,716,747966709,131653814,100230873,54237108,51597577,58.00,266.00,197.00,163.00,136.00,1242.00,3052.00,2408.00,2312.00,2040.00,21.41,11.47,12.22,14.18,15.00
-1576671440916722237,44,450,720,660630109,219325893,158785541,43770046,40374091,19.00,270.00,201.00,115.00,102.00,1040.00,3666.00,2868.00,2286.00,2130.00,54.74,13.58,14.27,19.88,20.88
-6712341893113035748,45,450,717,672355415,162182543,116257849,38941016,41031303,48.00,267.00,191.00,121.00,109.00,1086.00,3082.00,2340.00,1846.00,1720.00,22.63,11.54,12.25,15.26,15.78
4853748149634323694,46,450,718,685010393,176002848,125580955,48492002,43734676,44.00,268.00,197.00,138.00,114.00,1124.00,3282.00,2562.00,2212.00,1944.00,25.55,12.25,13.01,16.03,17.05
-5575560449464135499,47,450,721,686947803,256737135,200110967,43639459,41302075,16.00,271.00,207.00,104.00,94.00,1012.00,3756.00,3008.00,2352.00,2224.00,63.25,13.86,14.53,22.62,23.66
6096258652799700011,48,450,718,736637450,167533648,119266824,54039424,47371168,45.00,268.00,203.00,148.00,129.00,1160.00,3184.00,2550.00,2288.00,2108.00,25.78,11.88,12.56,15.46,16.34
1502419012669467545,49,450,720,661116161,220611281,155549088,53224700,46604785,16.00,270.00,197.00,127.00,108.00,1046.00,3770.00,2908.00,2484.00,2268.00,65.38,13.96,14.76,19.56,21.00
5830429805262233913,50,450,715,723154104,158281943,120175471,66314580,53273200,53.00,265.00,202.00,155.00,132.00,1232.00,3292.00,2642.00,2240.00,2026.00,23.25,12.42,13.08,14.45,15.35
-3570691580114291646,51,450,714,702386038,153090926,106107416,57115708,48196901,54.00,264.00,189.00,150.00,118.00,1250.00,3372.00,2568.00,2360.00,2014.00,23.15,12.77,13.59,15.73,17.07
-5423090661627444586,52,450,714,711602184,160417384,120965094,52566117,47284306,51.00,264.00,197.00,142.00,120.00,1178.00,3354.00,2644.00,2240.00,1986.00,23.10,12.70,13.42,15.77,16.55
-812582398329109208,53,450,714,643764912,179183702,123605043,47559598,47034638,38.00,264.00,188.00,130.00,105.00,1086.00,3696.00,2778.00,2138.00,1838.00,28.58,14.00,14.78,16.45,17.50
4450970776665161613,54,450,715,677230902,191142005,140350712,50302200,43057547,30.00,265.00,201.00,126.00,105.00,1128.00,3802.00,3020.00,2320.00,2064.00,37.60,14.35,15.02,18.41,19.66
1352072619686100325,55,450,719,674907413,252154813,190548677,58122482,51410721,16.00,269.00,201.00,117.00,107.00,1026.00,4088.00,3206.00,2840.00,2686.00,64.13,15.20,15.95,24.27,25.10
-8692059006030142349,56,450,717,688395857,167722844,123412735,55325598,47771567,40.00,267.00,200.00,139.00,119.00,1160.00,3594.00,2810.00,2372.00,2100.00,29.00,13.46,14.05,17.06,17.65
-2915912393219227493,57,450,721,658592103,218870585,164666379,53798548,46884991,21.00,271.00,202.00,130.00,111.00,1036.00,3712.00,2924.00,2298.00,2104.00,49.33,13.70,14.48,17.68,18.95
8151009848686630700,58,450,716,706043072,193403688,150336158,51800043,43165133,26.00,266.00,200.00,121.00,105.00,1058.00,3610.00,2854.00,2212.00,2022.00,40.69,13.57,14.27,18.28,19.26
-1973457712320409323,59,450,719,679291105,227014208,172691722,56605778,56910279,18.00,269.00,203.00,131.00,113.00,1070.00,4228.00,3340.00,2728.00,2474.00,59.44,15.72,16.45,20.82,21.89
7293861421701887988,60,450,715,682480231,173058810,123995066,63486489,51240151,42.00,265.00,194.00,153.00,127.00,1270.00,3858.00,2990.00,2934.00,2626.00,30.24,14.56,15.41,19.18,20.68
-3443733985159862228,61,450,722,682903403,233149983,181415668,34600458,32381803,20.00,272.00,202.00,100.00,87.00,980.00,3466.00,2718.00,2202.00,2040.00,49.00,12.74,13.46,22.02,23.45
2720571590864538203,62,450,713,714328524,148971042,117307144,54363505,45905363,51.00,263.00,192.00,154.00,121.00,1354.00,4112.00,3154.00,2752.00,2316.00,26.55,15.63,16.43,17.87,19.14
5515665400398098667,63,450,713,711237113,162678474,119453235,41241530,34722096,42.00,263.00,192.00,130.00,104.00,1220.00,3702.00,2852.00,2478.00,2146.00,29.05,14.08,14.85,19.06,20.63
-1286647459035338095,64,450,714,693570851,166070116,119991198,48569039,42743628,45.00,264.00,196.00,139.00,121.00,1154.00,3228.00,2524.00,2130.00,1924.00,25.64,12.23,12.88,15.32,15.90
153872550005836022,65,450,717,687773615,149570379,112450434,46777744,41554684,56.00,267.00,196.00,143.00,120.00,1122.00,2962.00,2306.00,1984.00,1758.00,20.04,11.09,11.77,13.87,14.65
8965681263873594083,66,450,723,683061038,225264098,177217927,51875707,41393433,24.00,273.00,203.00,111.00,99.00,1032.00,3330.00,2614.00,1782.00,1672.00,43.00,12.20,12.88,16.05,16.89
5551589942317853607,67,450,719,657842709,228089916,179022181,45326094,40766997,15.00,269.00,201.00,115.00,97.00,1024.00,3854.00,3042.00,2514.00,2286.00,68.27,14.33,15.13,21.86,23.57
6328168787290060165,68,450,717,701818140,179379031,136927152,39545796,34207965,31.00,267.00,196.00,115.00,95.00,1020.00,3322.00,2562.00,1960.00,1746.00,32.90,12.44,13.07,17.04,18.38
8525281427501165433,69,450,722,686206785,243342745,184861902,51791019,42142989,17.00,272.00,201.00,107.00,96.00,1014.00,3616.00,2820.00,2056.00,1882.00,59.65,13.29,14.03,19.21,19.60
6487138440663182994,70,450,718,684193197,248321146,185706727,63836092,57503967,12.00,268.00,203.00,133.00,114.00,1028.00,4204.00,3328.00,3612.00,3294.00,85.67,15.69,16.39,27.16,28.89
-6522798514401550935,71,450,713,711771475,155311591,111709999,52468452,43787725,45.00,263.00,198.00,135.00,120.00,1142.00,3370.00,2662.00,2188.00,2030.00,25.38,12.81,13.44,16.21,16.92
-2082554248622075312,72,450,719,719119246,279020714,210495313,55011465,49994871,9.00,269.00,207.00,121.00,104.00,1034.00,4246.00,3406.00,3980.00,3536.00,114.89,15.78,16.45,32.89,34.00
708824506331044890,73,450,716,678895542,176129038,127828072,36893179,33732676,40.00,266.00,195.00,111.00,98.00,1040.00,3250.00,2522.00,1830.00,1688.00,26.00,12.22,12.93,16.49,17.22
1050741850861722551,74,450,718,621845179,204907781,146143873,38215964,35275988,22.00,268.00,194.00,107.00,94.00,1024.00,4010.00,3056.00,2240.00,2074.00,46.55,14.96,15.75,20.93,22.06
4252302668200296824,75,450,721,667139697,256506691,187446567,38859124,32664391,12.00,271.00,197.00,93.00,83.00,976.00,3804.00,2912.00,2356.00,2142.00,81.33,14.04,14.78,25.33,25.81
-1697038258718671053,76,450,716,708001040,181972186,134299093,47097872,45849122,33.00,266.00,199.00,127.00,113.00,1118.00,3588.00,2842.00,2330.00,2150.00,33.88,13.49,14.28,18.35,19.03
-7221850621124885600,77,450,721,671751640,212373959,148727971,39214021,34033942,22.00,271.00,194.00,107.00,87.00,1020.00,3452.00,2620.00,2018.00,1794.00,46.36,12.74,13.51,18.86,20.62
-4395504590904400472,78,450,718,667069652,265278627,200079591,53540185,49406266,17.00,268.00,206.00,117.00,101.00,1058.00,4302.00,3452.00,2626.00,2402.00,62.24,16.05,16.76,22.44,23.78
7215276725020430399,79,450,716,656015806,221000283,158785546,61137304,49535549,22.00,266.00,195.00,120.00,105.00,1018.00,3750.00,2892.00,2148.00,1970.00,46.27,14.10,14.83,17.90,18.76
92532612629353399,80,450,714,686865929,156137596,117542080,50748083,42542379,45.00,264.00,197.00,146.00,120.00,1186.00,3536.00,2784.00,2728.00,2448.00,26.36,13.39,14.13,18.68,20.40
-7515508809934237768,81,450,716,709778966,154784249,113077164,47237743,41458373,55.00,266.00,200.00,144.00,122.00,1148.00,3088.00,2444.00,1990.00,1784.00,20.87,11.61,12.22,13.82,14.62
-7706102900591001281,82,450,717,705806626,188251283,136028399,55250314,46883118,36.00,267.00,199.00,135.00,116.00,1128.00,3452.00,2714.00,2598.00,2340.00,31.33,12.93,13.64,19.24,20.17
9129425503699628619,83,450,715,704410288,167966440,120416382,44764331,38680235,35.00,265.00,191.00,129.00,107.00,1102.00,3382.00,2588.00,2190.00,1940.00,31.49,12.76,13.55,16.98,18.13
1232475166706935078,84,450,718,638449658,195758808,154222872,39328263,27940507,34.00,268.00,198.00,104.00,85.00,986.00,3378.00,2636.00,1922.00,1688.00,29.00,12.60,13.31,18.48,19.86
-7391262238349251725,85,450,722,637847837,228613548,171439910,37830686,37812435,23.00,272.00,201.00,107.00,97.00,1014.00,3528.00,2758.00,2512.00,2296.00,44.09,12.97,13.72,23.48,23.67
1883766768474618201,86,450,716,682269630,175519712,128608851,51020655,47731854,43.00,266.00,198.00,134.00,119.00,1114.00,3382.00,2660.00,2220.00,2048.00,25.91,12.71,13.43,16.57,17.21
-8381051396534747250,87,450,717,705424638,163245908,122430404,48838017,38821501,44.00,267.00,202.00,135.00,114.00,1122.00,3126.00,2504.00,2074.00,1898.00,25.50,11.71,12.40,15.36,16.65
-7587986290017961200,88,450,721,659231601,283077571,178640951,39635935,39288104,12.00,271.00,197.00,97.00,92.00,996.00,3724.00,2856.00,1838.00,1782.00,83.00,13.74,14.50,18.95,19.37
3296318946937817027,89,450,722,648604603,255018761,195906307,42370921,40353997,17.00,272.00,206.00,101.00,95.00,990.00,3534.00,2810.00,2172.00,2106.00,58.24,12.99,13.64,21.50,22.17
-4996493631385572522,90,450,717,647601873,195223525,143030189,50360671,41593541,28.00,267.00,205.00,115.00,107.00,1112.00,3390.00,2732.00,2010.00,1918.00,39.71,12.70,13.33,17.48,17.93
510159287317123103,91,450,719,628978321,235395970,189080511,49948627,44310101,15.00,269.00,201.00,113.00,96.00,1002.00,3896.00,3074.00,2748.00,2504.00,66.80,14.48,15.29,24.32,26.08
-4981571391190707256,92,450,721,701465627,248818223,190150169,49513696,45005312,14.00,271.00,206.00,117.00,103.00,1030.00,3634.00,2896.00,2504.00,2298.00,73.57,13.41,14.06,21.40,22.31
-6686222476829133823,93,450,715,672355180,170156129,124335083,50580187,45215976,41.00,265.00,199.00,138.00,119.00,1086.00,3248.00,2572.00,2354.00,2116.00,26.49,12.26,12.92,17.06,17.78
-493609934693985380,94,450,723,687886564,241387234,172841134,51002483,42582196,21.00,273.00,200.00,109.00,95.00,996.00,3514.00,2704.00,2090.00,1912.00,47.43,12.87,13.52,19.17,20.13
-3066083881618875208,95,450,720,664385451,261247774,194415865,42762936,41697523,12.00,270.00,204.00,103.00,90.00,978.00,3940.00,3124.00,2206.00,2040.00,81.50,14.59,15.31,21.42,22.67
536081470854248677,96,450,720,667919741,259800284,190623630,42827539,37313110,12.00,270.00,200.00,106.00,90.00,938.00,3820.00,2972.00,2328.00,2072.00,78.17,14.15,14.86,21.96,23.02
8446215943759595114,97,450,719,713138557,163122297,122966393,65585030,53378993,50.00,269.00,203.00,158.00,135.00,1114.00,2920.00,2318.00,2016.00,1812.00,22.28,10.86,11.42,12.76,13.42
4721064146760247828,98,450,716,684090103,170431503,126788489,53906979,48360649,40.00,266.00,194.00,141.00,117.00,1158.00,3612.00,2780.00,2342.00,2070.00,28.95,13.58,14.33,16.61,17.69
-1418584922437488841,99,450,716,691717243,183121504,129241386,52711654,40410414,37.00,266.00,194.00,124.00,106.00,1078.00,3538.00,2736.00,2310.00,2064.00,29.14,13.30,14.10,18.63,19.47
-8180156370865364031,100,450,718,700060662,229700917,181052204,66810668,63733035,11.00,268.00,201.00,135.00,117.00,1142.00,4370.00,3412.00,3186.00,2890.00,103.82,16.31,16.98,23.60,24.70
-8346945865977412996,1,500,794,719786928,196215859,148037474,56015946,52781883,51.00,294.00,220.00,149.00,120.00,1314.00,3798.00,3002.00,2468.00,2142.00,25.76,12.92,13.65,16.56,17.85
6563035645867907329,2,500,799,690733509,327559953,238365233,62739825,57143875,12.00,299.00,220.00,126.00,110.00,1136.00,4594.00,3550.00,2938.00,2684.00,94.67,15.36,16.14,23.32,24.40
8384984603651505345,3,500,793,821711499,193197759,141892433,64543363,56869665,52.00,293.00,215.00,158.00,134.00,1334.00,3920.00,3036.00,2598.00,2334.00,25.65,13.38,14.12,16.44,17.42
1310885571044193417,4,500,795,778170159,222682717,169617859,73701765,67457959,35.00,295.00,220.00,160.00,136.00,1364.00,4382.00,3424.00,3136.00,2782.00,38.97,14.85,15.56,19.60,20.46
3543971914542133456,5,500,800,716597686,302461055,221826698,48827351,47999741,16.00,300.00,220.00,114.00,99.00,1108.00,4324.00,3328.00,2642.00,2436.00,69.25,14.41,15.13,23.18,24.61
8630937841999641647,6,500,798,716130301,271769828,206844570,64964526,59061357,28.00,298.00,229.00,137.00,121.00,1174.00,4078.00,3278.00,2674.00,2478.00,41.93,13.68,14.31,19.52,20.48
-1509932803842487753,7,500,800,747520794,311061656,231333137,55391653,50677110,14.00,300.00,223.00,125.00,109.00,1102.00,4300.00,3374.00,3270.00,2918.00,78.71,14.33,15.13,26.16,26.77
-5629271401942689444,8,500,794,777319017,209109956,160381228,70346062,60432700,45.00,294.00,225.00,159.00,134.00,1324.00,3840.00,3104.00,2728.00,2434.00,29.42,13.06,13.80,17.16,18.16
5856974018007519455,9,500,796,764062485,211708711,151967689,70863626,62640078,55.00,296.00,221.00,163.00,139.00,1328.00,3492.00,2772.00,2332.00,2116.00,24.15,11.80,12.54,14.31,15.22
-3198988342550548018,10,500,800,759380698,256453199,187857347,60403761,48593419,30.00,300.00,222.00,131.00,117.00,1124.00,3800.00,2976.00,2628.00,2462.00,37.47,12.67,13.41,20.06,21.04
-1061058906779817324,11,500,799,786877369,226383574,167716990,57746869,54390534,40.00,299.00,221.00,145.00,131.00,1198.00,3472.00,2716.00,2214.00,2084.00,29.95,11.61,12.29,15.27,15.91
2894062778850766523,12,500,798,770324351,230849924,175970244,59175580,51142401,45.00,298.00,224.00,147.00,123.00,1236.00,3588.00,2858.00,2364.00,2116.00,27.47,12.04,12.76,16.08,17.20
-6262340499179933500,13,500,799,738259493,221034666,183562328,44744172,38970674,41.00,299.00,216.00,133.00,108.00,1170.00,3438.00,2638.00,2324.00,1992.00,28.54,11.50,12.21,17.47,18.44
8198575388145226300,14,500,797,733099199,252162553,186255211,56932165,51002216,25.00,297.00,220.00,129.00,111.00,1118.00,3954.00,3092.00,2298.00,2086.00,44.72,13.31,14.05,17.81,18.79
170391377556446854,15,500,802,700927954,284680289,211296253,54890675,49176458,20.00,302.00,220.00,129.00,109.00,1136.00,3936.00,3032.00,2794.00,2484.00,56.80,13.03,13.78,21.66,22.79
