SEED,ITERATION,NUMBEROFEVENTS,NUMBEROFEDGES,CPP_TIME,ETA_TIME,ETAP_TIME,GETA_TIME,GETAP_TIME,CPP_CES,ETA_CES,ETAP_CES,GETA_CES,GETAP_CES,CPP_TOTALEVENTS,ETA_TOTALEVENTS,ETAP_TOTALEVENTS,GETA_TOTALEVENTS,GETAP_TOTALEVENTS,CPP_AVGTCLEN,ETA_AVGTCLEN,ETAP_AVGTCLEN,GETA_AVGTCLEN,GETAP_AVGTCLEN
5491567851531534587,20,1650,2644,9027951377,3653768062,2602705205,614017294,556488625,57.00,994.00,746.00,398.00,353.00,3688.00,13544.00,10706.00,9024.00,8342.00,64.70,13.63,14.35,22.67,23.63
-3902489174501629005,21,1650,2645,9498536329,4889829792,3432002198,677973564,638109708,32.00,995.00,747.00,377.00,339.00,3728.00,15724.00,12354.00,11106.00,10544.00,116.50,15.80,16.54,29.46,31.10
9130351645095216827,22,1650,2642,8468164358,4389790832,3155989345,689531872,623678430,24.00,992.00,735.00,394.00,347.00,3644.00,15952.00,12396.00,11860.00,10820.00,151.83,16.08,16.87,30.10,31.18
3580786468480003125,23,1650,2643,10068646288,4025549765,2880417139,645039354,589275239,37.00,993.00,746.00,392.00,347.00,3780.00,14532.00,11454.00,9878.00,9156.00,102.16,14.63,15.35,25.20,26.39
8016064851377975786,24,1650,2640,9739523775,3883152304,2792756654,679422059,661285358,48.00,990.00,744.00,414.00,360.00,3660.00,14362.00,11340.00,10254.00,9196.00,76.25,14.51,15.24,24.77,25.54
8564161642642380761,25,1650,2642,9013362494,3727255599,2674921538,681594413,630097913,61.00,992.00,732.00,404.00,362.00,3708.00,13820.00,10766.00,8316.00,7726.00,60.79,13.93,14.71,20.58,21.34
2082466830745192492,26,1650,2640,9942173563,3628142101,2572661048,672309674,594162878,59.00,990.00,741.00,420.00,356.00,3758.00,14246.00,11206.00,8970.00,8048.00,63.69,14.39,15.12,21.36,22.61
-1986810940894403687,27,1650,2642,9216404239,3632579614,2530666404,606849546,540479503,54.00,992.00,733.00,398.00,345.00,3662.00,13794.00,10724.00,8360.00,7694.00,67.81,13.91,14.63,21.01,22.30
-3239754269111951240,28,1650,2647,9205952942,4836470872,3353669176,725906593,648422239,42.00,997.00,742.00,400.00,350.00,3760.00,15452.00,12044.00,13944.00,12928.00,89.52,15.50,16.23,34.86,36.94
5743924074154977302,29,1650,2648,9176577096,5255480350,3637471901,748508904,676260447,41.00,998.00,746.00,378.00,336.00,3724.00,15802.00,12368.00,11354.00,10434.00,90.83,15.83,16.58,30.04,31.05
3035768947751591182,30,1650,2634,9021279900,3492861671,2497464052,651243652,599312859,58.00,984.00,730.00,409.00,363.00,3866.00,15498.00,12040.00,9232.00,8542.00,66.66,15.75,16.49,22.57,23.53
-2411929093696641365,31,1650,2642,9292639759,3671904309,2582316798,685035250,596196682,55.00,992.00,730.00,437.00,369.00,3696.00,13896.00,10790.00,9578.00,8476.00,67.20,14.01,14.78,21.92,22.97
-141437638774959961,32,1650,2649,9746604144,5171253412,3542497153,748455362,691156038,43.00,999.00,759.00,405.00,361.00,3868.00,15530.00,12314.00,11184.00,10476.00,89.95,15.55,16.22,27.61,29.02
7744966775287124927,33,1650,2639,9793572684,3759765225,2691001914,696195646,633125530,51.00,989.00,749.00,416.00,372.00,3690.00,14226.00,11306.00,9086.00,8438.00,72.35,14.38,15.09,21.84,22.68
3374335721387295470,34,1650,2642,9859974967,3972907498,2917496159,717407066,660472590,49.00,992.00,755.00,424.00,374.00,3840.00,14162.00,11294.00,10618.00,9826.00,78.37,14.28,14.96,25.04,26.27
-7582347836651998630,35,1650,2640,9964044460,4140500586,2995691271,715592919,654234845,31.00,990.00,749.00,415.00,365.00,3838.00,15756.00,12454.00,12306.00,11014.00,123.81,15.92,16.63,29.65,30.18
-4170329822221367249,36,1650,2643,8769143330,4023051664,2905101526,709675401,614390958,38.00,993.00,749.00,398.00,353.00,3640.00,14480.00,11444.00,9884.00,9190.00,95.79,14.58,15.28,24.83,26.03
-5404694090181159686,37,1650,2643,9713370678,3834834760,2775200525,673805910,610777940,40.00,993.00,742.00,408.00,363.00,3672.00,14516.00,11394.00,9634.00,8986.00,91.80,14.62,15.36,23.61,24.75
4637655650043551821,38,1650,2650,8640799784,5821447892,4049986757,697922617,694741462,48.00,1000.00,754.00,342.00,307.00,3762.00,16466.00,12940.00,9374.00,8666.00,78.38,16.47,17.16,27.41,28.23
1459048789787809703,39,1650,2642,8677568589,4553455672,3303034332,678486873,626801753,30.00,992.00,749.00,382.00,343.00,3710.00,15578.00,12288.00,10088.00,9504.00,123.67,15.70,16.41,26.41,27.71
9158430268313309433,40,1650,2640,9311237212,4265398220,3025210349,767363607,691098701,34.00,990.00,744.00,433.00,375.00,3798.00,16160.00,12728.00,12070.00,10674.00,111.71,16.32,17.11,27.88,28.46
6105359910092859205,41,1650,2642,8573154174,3861563256,2731124234,559309652,509567590,46.00,992.00,736.00,373.00,329.00,3652.00,14396.00,11232.00,8514.00,7814.00,79.39,14.51,15.26,22.83,23.75
6064450391733104416,42,1650,2643,9068633157,3843796923,2814803512,638466232,565914804,40.00,993.00,741.00,398.00,349.00,3678.00,14454.00,11284.00,9522.00,8858.00,91.95,14.56,15.23,23.92,25.38
1388809796445956648,43,1650,2646,9620485912,4939734022,3504080411,883754069,740140637,33.00,996.00,749.00,418.00,363.00,3814.00,15694.00,12362.00,12994.00,11528.00,115.58,15.76,16.50,31.09,31.76
-5988567348391605339,44,1650,2643,8303287350,3881026356,2775393529,755915357,680905677,39.00,993.00,743.00,437.00,379.00,3706.00,14482.00,11380.00,10382.00,9492.00,95.03,14.58,15.32,23.76,25.04
-4300703510800048659,45,1650,2645,8418846603,4821250126,3473926595,679455441,673598687,29.00,995.00,759.00,389.00,343.00,3618.00,15654.00,12452.00,12622.00,11812.00,124.76,15.73,16.41,32.45,34.44
8485707364154128208,46,1650,2640,8856837691,4142681708,3105757399,631928572,586478846,32.00,990.00,755.00,385.00,341.00,3700.00,15184.00,12084.00,9668.00,8978.00,115.63,15.34,16.01,25.11,26.33
2486926682315636359,47,1650,2645,8481897406,4414373414,3053247481,629815916,570107721,32.00,995.00,739.00,388.00,335.00,3598.00,15154.00,11788.00,11424.00,10464.00,112.44,15.23,15.95,29.44,31.24
2946232515626717701,48,1650,2645,8814127058,4478456587,3158569600,689346388,644655309,36.00,995.00,742.00,387.00,347.00,3696.00,15540.00,12120.00,10900.00,10168.00,102.67,15.62,16.33,28.17,29.30
-1707608483300291944,49,1650,2638,8867332383,3906157984,2729162816,664862960,598148332,39.00,988.00,740.00,400.00,348.00,3774.00,15498.00,12138.00,9568.00,8792.00,96.77,15.69,16.40,23.92,25.26
3614245159939004728,50,1650,2643,9234261692,4271588164,3081943723,673622076,558050160,36.00,993.00,753.00,386.00,336.00,3746.00,15190.00,12052.00,10718.00,9760.00,104.06,15.30,16.01,27.77,29.05
-216323641507645183,51,1650,2641,9351683028,3754564455,2758226985,692877570,624555929,44.00,991.00,748.00,423.00,373.00,3764.00,14722.00,11634.00,10488.00,9728.00,85.55,14.86,15.55,24.79,26.08
-9087930673266071136,52,1650,2638,9275492703,3831941368,2779529252,565989286,514484889,38.00,988.00,747.00,382.00,337.00,3636.00,15412.00,12138.00,10464.00,9782.00,95.68,15.60,16.25,27.39,29.03
-4679106822991825988,53,1650,2640,9538801383,4191150156,2950529993,722991840,649714005,37.00,990.00,743.00,414.00,362.00,3708.00,15418.00,12092.00,11186.00,10308.00,100.22,15.57,16.27,27.02,28.48
-6399262137990404054,54,1650,2643,8735995099,5314969756,3707850010,747985411,672454437,21.00,993.00,754.00,376.00,333.00,3616.00,16926.00,13342.00,12728.00,11564.00,172.19,17.05,17.69,33.85,34.73
8941286495663746024,55,1650,2642,9216810512,4377470488,3057846141,708577712,643191666,30.00,992.00,753.00,407.00,366.00,3768.00,15168.00,12026.00,10208.00,9470.00,125.60,15.29,15.97,25.08,25.87
-107126246739065296,56,1650,2636,8926385455,3739280667,2745742427,744061248,660046077,53.00,986.00,730.00,433.00,381.00,3756.00,15060.00,11712.00,9900.00,9130.00,70.87,15.27,16.04,22.86,23.96
7926371811199605541,57,1650,2638,9768817784,3754078065,2701954745,677232988,663124184,48.00,988.00,740.00,410.00,357.00,3682.00,14552.00,11408.00,8794.00,7988.00,76.71,14.73,15.42,21.45,22.38
716177722673337578,58,1650,2638,8906685581,4062428519,2932303862,726511274,645089894,46.00,988.00,744.00,415.00,354.00,3724.00,15296.00,12048.00,9406.00,8446.00,80.96,15.48,16.19,22.67,23.86
1917156647010010658,59,1650,2640,8887885657,4079940733,2853158648,721394903,642074745,39.00,990.00,734.00,408.00,359.00,3702.00,15266.00,11858.00,9510.00,8790.00,94.92,15.42,16.16,23.31,24.48
1315845507650346020,60,1650,2643,9315236381,5167614678,3638770452,867306736,801235710,23.00,993.00,745.00,416.00,362.00,3624.00,16826.00,13174.00,12096.00,10998.00,157.57,16.94,17.68,29.08,30.38
-5160340033981098893,61,1650,2644,8736831804,5772094148,4253079589,766213878,699357611,28.00,994.00,765.00,376.00,337.00,3700.00,17230.00,13758.00,14698.00,13898.00,132.14,17.33,17.98,39.09,41.24
2539188064960014385,62,1650,2651,9777182810,5003259912,3560818641,800724277,683879005,58.00,1001.00,765.00,395.00,355.00,3890.00,15380.00,12256.00,11506.00,10822.00,67.07,15.36,16.02,29.13,30.48
2933429405933228455,63,1650,2642,9727148891,4008462149,2896447928,663238356,593285205,36.00,992.00,743.00,395.00,354.00,3706.00,14788.00,11600.00,10326.00,9786.00,102.94,14.91,15.61,26.14,27.64
4991237478278955807,64,1650,2639,8670324168,4008792750,2845293770,676501324,612880967,33.00,989.00,738.00,408.00,362.00,3662.00,15364.00,12006.00,10750.00,10040.00,110.97,15.53,16.27,26.35,27.73
3856734789898627993,65,1650,2642,9740621147,4857592608,3470474635,773747460,693595759,18.00,992.00,747.00,402.00,352.00,3692.00,16536.00,12966.00,11516.00,10340.00,205.11,16.67,17.36,28.65,29.38
3881082775675587883,66,1650,2645,8341553653,4248124381,3062303274,603344441,547190984,40.00,995.00,749.00,378.00,325.00,3606.00,14638.00,11526.00,10178.00,9192.00,90.15,14.71,15.39,26.93,28.28
9091187125276787206,67,1650,2644,9188083478,4254107924,2976104421,613375315,616299144,37.00,994.00,733.00,385.00,335.00,3634.00,14608.00,11302.00,9874.00,8980.00,98.22,14.70,15.42,25.65,26.81
-8673876933546039177,68,1650,2639,8329772174,4429998304,3156550668,660366340,592213259,31.00,989.00,747.00,380.00,335.00,3550.00,15746.00,12402.00,9788.00,8864.00,114.52,15.92,16.60,25.76,26.46
-1292035958371263648,69,1650,2640,9291020183,3940486960,2808124726,614796680,550694435,37.00,990.00,743.00,399.00,347.00,3666.00,15026.00,11844.00,10502.00,9626.00,99.08,15.18,15.94,26.32,27.74
-145563269278946310,70,1650,2649,9158475666,5286694909,3797227509,625360729,586547586,41.00,999.00,758.00,350.00,314.00,3682.00,15764.00,12458.00,10204.00,9392.00,89.80,15.78,16.44,29.15,29.91
-5827515523368824095,71,1650,2642,8926236511,5227139632,3775539488,809163098,734992400,17.00,992.00,757.00,400.00,356.00,3722.00,16872.00,13406.00,16060.00,15038.00,218.94,17.01,17.71,40.15,42.24
-6275497131908247113,72,1650,2642,9006718633,4189625023,3036628806,719776253,647978982,28.00,992.00,743.00,411.00,353.00,3744.00,15558.00,12170.00,10370.00,9290.00,133.71,15.68,16.38,25.23,26.32
7110443514787320802,73,1650,2643,9427774801,4943433971,3489007551,766790918,707896762,21.00,993.00,736.00,374.00,338.00,3676.00,16366.00,12676.00,9374.00,8666.00,175.05,16.48,17.22,25.06,25.64
-151081838244277199,74,1650,2644,9176282427,4718339462,3354911329,656847370,603102882,27.00,994.00,754.00,384.00,345.00,3764.00,15776.00,12468.00,14680.00,13930.00,139.41,15.87,16.54,38.23,40.38
-8818776507573176724,75,1650,2641,9640598157,3734698855,2680313756,615674848,563621680,46.00,991.00,747.00,402.00,350.00,3750.00,14160.00,11212.00,10520.00,9740.00,81.52,14.29,15.01,26.17,27.83
3821167719511322397,76,1650,2634,9513389372,3643966686,2598855132,654659328,570329086,53.00,984.00,735.00,415.00,349.00,3822.00,15732.00,12270.00,11414.00,9932.00,72.11,15.99,16.69,27.50,28.46
6940959572905873679,77,1650,2642,8489367542,4817436366,3263246036,586851068,524799881,19.00,992.00,737.00,365.00,319.00,3696.00,16136.00,12508.00,11496.00,10580.00,194.53,16.27,16.97,31.50,33.17
1747992232150071129,78,1650,2648,9591969122,4958173922,3306211543,754196593,654689133,42.00,998.00,741.00,394.00,337.00,3790.00,15318.00,11952.00,9646.00,8748.00,90.24,15.35,16.13,24.48,25.96
-4018493564596923406,79,1650,2638,9808751039,3712234151,2656913853,660799173,599218190,54.00,988.00,753.00,430.00,373.00,3862.00,15086.00,12014.00,11042.00,10078.00,71.52,15.27,15.95,25.68,27.02
5168655222308437532,80,1650,2641,9607236788,4198919464,2969608849,675105903,604287181,33.00,991.00,741.00,393.00,346.00,3726.00,15164.00,11852.00,9664.00,8880.00,112.91,15.30,15.99,24.59,25.66
8140897846048375083,81,1650,2643,9055916062,5113539541,3563154299,781953279,707642609,21.00,993.00,742.00,399.00,353.00,3688.00,16732.00,13018.00,13244.00,12354.00,175.62,16.85,17.54,33.19,35.00
-8353287867169049745,82,1650,2645,8929547588,5010253019,3543851912,712481465,639723156,28.00,995.00,750.00,382.00,337.00,3620.00,16002.00,12580.00,13532.00,12474.00,129.29,16.08,16.77,35.42,37.01
2656303033468147280,83,1650,2645,9103245246,4137706147,2960652447,699132151,706347066,42.00,995.00,752.00,415.00,359.00,3772.00,14842.00,11766.00,11882.00,10864.00,89.81,14.92,15.65,28.63,30.26
22176005614533596,84,1650,2642,8401972233,3894608161,2772902376,671622365,604331103,43.00,992.00,734.00,396.00,351.00,3654.00,14468.00,11252.00,8772.00,7980.00,84.98,14.58,15.33,22.15,22.74
2987004098020997966,85,1650,2644,8994603392,5149401530,3576224888,782837694,715371396,25.00,994.00,748.00,405.00,356.00,3752.00,16592.00,13032.00,14682.00,13664.00,150.08,16.69,17.42,36.25,38.38
-4362105150575055516,86,1650,2644,8719556621,5251815828,3690562743,814031362,760930127,25.00,994.00,748.00,387.00,354.00,3774.00,16622.00,13048.00,10184.00,9642.00,150.96,16.72,17.44,26.32,27.24
7808890029334497912,87,1650,2646,9567826972,3819836876,2762158888,604388256,540413760,49.00,996.00,749.00,392.00,350.00,3712.00,13856.00,10960.00,9572.00,8858.00,75.76,13.91,14.63,24.42,25.31
2260021613654190005,88,1650,2644,9499301927,5139209421,3661662166,727567861,755722003,25.00,994.00,756.00,378.00,340.00,3722.00,16238.00,12882.00,14292.00,13620.00,148.88,16.34,17.04,37.81,40.06
1126522366117053922,89,1650,2644,8977274639,5199609554,3731396976,764494844,697600807,24.00,994.00,755.00,380.00,342.00,3676.00,16472.00,13036.00,10634.00,9890.00,153.17,16.57,17.27,27.98,28.92
708509741726776220,90,1650,2637,9398305274,3606027972,2706167059,676998967,587088499,48.00,987.00,738.00,427.00,359.00,3818.00,14878.00,11680.00,11108.00,9976.00,79.54,15.07,15.83,26.01,27.79
3065018096396193264,91,1650,2643,8845641860,4928928698,3516682466,682895134,631870056,21.00,993.00,760.00,377.00,339.00,3704.00,16460.00,13118.00,16670.00,15218.00,176.38,16.58,17.26,44.22,44.89
47400336611186104,92,1650,2639,9558998392,3642335102,2671360633,644739368,585518536,56.00,989.00,749.00,418.00,373.00,3880.00,14602.00,11606.00,11294.00,10646.00,69.29,14.76,15.50,27.02,28.54
6225855516996349225,93,1650,2637,8478504993,3481591304,2446494006,561388755,479739836,66.00,987.00,729.00,398.00,331.00,3706.00,14668.00,11406.00,10078.00,9004.00,56.15,14.86,15.65,25.32,27.20
3086828221955973232,94,1650,2642,9517747196,3827714328,2688581168,729513269,655371058,43.00,992.00,730.00,422.00,372.00,3756.00,14488.00,11214.00,10226.00,9512.00,87.35,14.60,15.36,24.23,25.57
848393996039441744,95,1650,2648,9061785427,4012471225,2883880350,611819939,553126579,52.00,998.00,737.00,384.00,341.00,3634.00,14060.00,10932.00,9106.00,8488.00,69.88,14.09,14.83,23.71,24.89
-7826167486813531866,96,1650,2640,10320407923,3673807474,2629377341,697584640,639711345,55.00,990.00,747.00,434.00,381.00,3970.00,14500.00,11496.00,10756.00,9872.00,72.18,14.65,15.39,24.78,25.91
3958040606245775797,97,1650,2645,8413204361,5115552846,3483849784,651208183,585431759,29.00,995.00,734.00,348.00,311.00,3532.00,16390.00,12632.00,12234.00,11666.00,121.79,16.47,17.21,35.16,37.51
3424034534199678124,98,1650,2646,9662203577,5635671089,3899731305,759488636,688298376,36.00,996.00,754.00,377.00,333.00,3784.00,16456.00,12990.00,11946.00,11190.00,105.11,16.52,17.23,31.69,33.60
8095835350427652808,99,1650,2641,10244288289,3332945464,2448153582,629269368,562678371,61.00,991.00,734.00,414.00,360.00,3812.00,13728.00,10698.00,9054.00,8298.00,62.49,13.85,14.57,21.87,23.05
3133291701878214390,100,1650,2644,9036832728,3665484339,2612513324,543776146,491455053,58.00,994.00,740.00,383.00,335.00,3620.00,13540.00,10644.00,8670.00,7864.00,62.41,13.62,14.38,22.64,23.47
549704410850036686,1,1700,2723,10584679399,5743182296,3959927090,739910709,670772354,21.00,1023.00,773.00,380.00,341.00,3784.00,17198.00,13550.00,14648.00,13794.00,180.19,16.81,17.53,38.55,40.45
-7493402381401671814,2,1700,2726,9966506050,5034872569,3630853589,815835130,728516445,35.00,1026.00,786.00,430.00,372.00,3962.00,16134.00,12888.00,12650.00,11380.00,113.20,15.73,16.40,29.42,30.59
2422020631368884789,3,1700,2721,9831506668,5125925240,3554969866,810836295,718504009,17.00,1021.00,754.00,419.00,359.00,3854.00,17270.00,13328.00,12510.00,11164.00,226.71,16.91,17.68,29.86,31.10
7078201632221205752,4,1700,2725,9746084080,4163040073,3069602217,697420757,635799523,49.00,1025.00,768.00,414.00,373.00,3814.00,14634.00,11488.00,10352.00,9772.00,77.84,14.28,14.96,25.00,26.20
-3308787148063227095,5,1700,2728,10603333781,5326324634,3694537294,849114405,776512149,41.00,1028.00,775.00,415.00,376.00,3836.00,15794.00,12452.00,11302.00,10642.00,93.56,15.36,16.07,27.23,28.30
4935929138190754639,6,1700,2728,9921499839,5519836541,3736139486,783370518,720716220,41.00,1028.00,767.00,390.00,346.00,3766.00,15954.00,12448.00,10572.00,9648.00,91.85,15.52,16.23,27.11,27.88
2544447534997981453,7,1700,2724,9190164571,4318589849,3115213959,570600717,537689438,36.00,1024.00,759.00,363.00,320.00,3646.00,15060.00,11676.00,8722.00,8112.00,101.28,14.71,15.38,24.03,25.35
-4364336013049000764,8,1700,2725,10080325051,4234401679,3149954349,821308980,739586699,41.00,1025.00,773.00,450.00,393.00,3862.00,14978.00,11848.00,11210.00,10198.00,94.20,14.61,15.33,24.91,25.95
6758984790372640646,9,1700,2731,9409785121,5757149219,4051518369,709447477,660798378,50.00,1031.00,775.00,358.00,322.00,3862.00,16336.00,12808.00,9722.00,9116.00,77.24,15.84,16.53,27.16,28.31
-6916366084844868028,10,1700,2726,9980698376,5510173043,3928980655,809097851,717729851,33.00,1026.00,772.00,400.00,344.00,3812.00,16542.00,13004.00,11578.00,10408.00,115.52,16.12,16.84,28.95,30.26
4428356196755805533,11,1700,2723,10810309114,4534196422,3220982952,797214282,736418182,33.00,1023.00,765.00,439.00,387.00,3856.00,15396.00,12060.00,11460.00,10362.00,116.85,15.05,15.76,26.10,26.78
4069311379638758897,12,1700,2720,9474658361,3905340868,2755808643,776294603,740295642,51.00,1020.00,752.00,431.00,381.00,3798.00,14864.00,11498.00,8826.00,8052.00,74.47,14.57,15.29,20.48,21.13
-6743645116662828887,13,1700,2720,9537675061,4550674658,3063678660,723182216,657228707,33.00,1020.00,757.00,422.00,369.00,3768.00,15852.00,12318.00,12202.00,11152.00,114.18,15.54,16.27,28.91,30.22
1365689336776783325,14,1700,2716,9699580906,4004038715,2782898457,742474798,700856721,46.00,1016.00,754.00,426.00,380.00,3848.00,15416.00,12000.00,9200.00,8572.00,83.65,15.17,15.92,21.60,22.56
-5985260425558982355,15,1700,2725,9883943132,4163093307,2945428996,740546802,659918106,57.00,1025.00,771.00,431.00,378.00,3800.00,14434.00,11368.00,9990.00,9244.00,66.67,14.08,14.74,23.18,24.46
-72948255702444268,16,1700,2719,9754842154,4182735490,2979727100,812724673,740125518,40.00,1019.00,768.00,444.00,399.00,3870.00,15716.00,12396.00,11364.00,10602.00,96.75,15.42,16.14,25.59,26.57
-3568569678475592450,17,1700,2718,10670266946,4322188138,3097154019,723424918,662108836,33.00,1018.00,766.00,411.00,368.00,3830.00,16248.00,12760.00,10826.00,10062.00,116.06,15.96,16.66,26.34,27.34
7028938039474149600,18,1700,2718,10140824990,3780748609,2664779137,694615603,616475415,54.00,1018.00,752.00,416.00,363.00,3840.00,14998.00,11662.00,8378.00,7686.00,71.11,14.73,15.51,20.14,21.17
4785821889653355369,19,1700,2724,9948262042,5033097497,3531515922,816734052,742132715,25.00,1024.00,768.00,424.00,371.00,3876.00,16642.00,13068.00,11084.00,9978.00,155.04,16.25,17.02,26.14,26.89
-1766342078773725113,20,1700,2722,8828552745,5249659226,3616190462,781297890,732599787,20.00,1022.00,761.00,407.00,356.00,3716.00,17248.00,13386.00,11556.00,10538.00,185.80,16.88,17.59,28.39,29.60
206938172827206163,21,1700,2724,9900414266,5660859379,3986688918,823129935,769259900,25.00,1024.00,772.00,400.00,360.00,3834.00,17042.00,13390.00,11166.00,10252.00,153.36,16.64,17.34,27.91,28.48
-9185702733894362152,22,1700,2723,8998213921,4853447299,3409622411,747246331,696595650,23.00,1023.00,762.00,394.00,356.00,3698.00,16336.00,12722.00,9380.00,8812.00,160.78,15.97,16.70,23.81,24.75
-8649071409116219296,23,1700,2725,9370836282,5688241610,4053892306,773184145,689686253,29.00,1025.00,768.00,385.00,333.00,3782.00,16972.00,13274.00,13062.00,11992.00,130.41,16.56,17.28,33.93,36.01
4228077265232740262,24,1700,2722,9571996422,4076687761,2936196625,735626027,639951373,54.00,1022.00,760.00,425.00,362.00,3746.00,14620.00,11442.00,9116.00,8218.00,69.37,14.31,15.06,21.45,22.70
434796170934914328,25,1700,2719,9633313751,4561981153,3141703023,748206879,704361019,33.00,1019.00,767.00,422.00,369.00,3838.00,16378.00,12860.00,11338.00,10238.00,116.30,16.07,16.77,26.87,27.75
4678642630244998549,26,1700,2724,10855424395,5753471396,4141411663,822405001,749270364,28.00,1024.00,782.00,400.00,353.00,3910.00,16914.00,13474.00,10702.00,9828.00,139.64,16.52,17.23,26.75,27.84
-586086454574183864,27,1700,2724,9260868204,5133214313,3427549642,784355053,718069696,31.00,1024.00,765.00,402.00,354.00,3762.00,16172.00,12630.00,9820.00,9016.00,121.35,15.79,16.51,24.43,25.47
-2843512119289817644,28,1700,2722,10828826152,5073614622,3551999686,853330637,783868678,21.00,1022.00,775.00,435.00,383.00,3842.00,16970.00,13392.00,16046.00,14950.00,182.95,16.60,17.28,36.89,39.03
5289265614335890278,29,1700,2720,10133942839,4987436410,3526764420,884609685,820401804,25.00,1020.00,768.00,431.00,381.00,3804.00,16618.00,13100.00,10912.00,9950.00,152.16,16.29,17.06,25.32,26.12
909316218477435817,30,1700,2718,10610389528,4036381834,2884449341,718166105,677241437,40.00,1018.00,761.00,423.00,364.00,3926.00,15522.00,12162.00,9516.00,8646.00,98.15,15.25,15.98,22.50,23.75
-7242073705650394696,31,1700,2720,9350577832,4323778447,3007265076,758038068,662021126,37.00,1020.00,750.00,418.00,364.00,3822.00,15806.00,12190.00,10266.00,9396.00,103.30,15.50,16.25,24.56,25.81
-6320767411741562253,32,1700,2721,10959233809,4089288432,2811199811,665334524,597929455,52.00,1021.00,755.00,412.00,363.00,3806.00,14528.00,11282.00,9298.00,8596.00,73.19,14.23,14.94,22.57,23.68
-4699519458559634699,33,1700,2722,10351121201,4154376795,3105424867,678208415,610111924,50.00,1022.00,777.00,411.00,363.00,3754.00,14250.00,11362.00,10260.00,9492.00,75.08,13.94,14.62,24.96,26.15
-2152671068689103123,34,1700,2725,10154783841,3711829878,2602590311,647165140,578896706,67.00,1025.00,767.00,424.00,367.00,3824.00,13506.00,10630.00,8956.00,8290.00,57.07,13.18,13.86,21.12,22.59
-9169273529504184789,35,1700,2726,9852375446,4994125356,3460622850,721970364,674684478,31.00,1026.00,760.00,397.00,338.00,3822.00,16032.00,12446.00,10804.00,9512.00,123.29,15.63,16.38,27.21,28.14
8755365649890267311,36,1700,2725,9618677201,4765487192,3390082327,719528666,648017415,44.00,1025.00,778.00,401.00,351.00,3692.00,15298.00,12182.00,9906.00,9132.00,83.91,14.92,15.66,24.70,26.02
5079689593841238756,37,1700,2726,9159839688,5034139472,3430486912,729538839,648510938,35.00,1026.00,760.00,400.00,353.00,3782.00,15590.00,12094.00,10610.00,9786.00,108.06,15.19,15.91,26.52,27.72
2009821089062676474,38,1700,2724,9735535405,5536557548,3907230201,846768584,769427171,24.00,1024.00,775.00,406.00,358.00,3866.00,16972.00,13404.00,10232.00,9444.00,161.08,16.57,17.30,25.20,26.38
3703146565656540804,39,1700,2721,10344713169,3646967504,2563221296,648979870,572170406,66.00,1021.00,761.00,440.00,373.00,3894.00,14124.00,11070.00,9982.00,9030.00,59.00,13.83,14.55,22.69,24.21
7506858904455506868,40,1700,2723,10150397047,4016383597,2802411944,623965186,550901468,52.00,1023.00,757.00,399.00,345.00,3704.00,14374.00,11180.00,9166.00,8334.00,71.23,14.05,14.77,22.97,24.16
-969905071764335627,41,1700,2720,9601949514,4846926134,3475747260,713080002,653252405,27.00,1020.00,764.00,388.00,347.00,3652.00,16202.00,12686.00,10472.00,9626.00,135.26,15.88,16.60,26.99,27.74
6059421082752406449,42,1700,2722,10139838303,5269189785,3641543543,727679592,654363972,29.00,1022.00,768.00,389.00,344.00,3778.00,16394.00,12922.00,18632.00,17186.00,130.28,16.04,16.83,47.90,49.96
-3516986167683087995,43,1700,2727,9745837734,5369670002,3810907543,655807270,586117064,43.00,1027.00,769.00,369.00,320.00,3856.00,16228.00,12710.00,13612.00,12724.00,89.67,15.80,16.53,36.89,39.76
-5887485668820440269,44,1700,2731,10420651126,5425482888,3775636419,750798835,669588829,55.00,1031.00,770.00,388.00,346.00,3866.00,15794.00,12348.00,11704.00,11018.00,70.29,15.32,16.04,30.16,31.84
-712635014246399730,45,1700,2721,10330635859,4271578511,3043048530,784325750,760247345,45.00,1021.00,765.00,439.00,379.00,3854.00,15200.00,11958.00,9998.00,9024.00,85.64,14.89,15.63,22.77,23.81
-2052877246531735628,46,1700,2719,9290151988,3889459556,2753398237,716998703,662395943,57.00,1019.00,769.00,427.00,379.00,3922.00,15006.00,11842.00,9468.00,8822.00,68.81,14.73,15.40,22.17,23.28
5685255899108390486,47,1700,2721,9561587251,4903598954,3425244951,745922630,679082428,28.00,1021.00,769.00,404.00,361.00,3790.00,15972.00,12572.00,9858.00,9004.00,135.36,15.64,16.35,24.40,24.94
-8121609451078641694,48,1700,2729,9988779032,5174796547,3610670379,736246804,638367657,46.00,1029.00,767.00,405.00,345.00,3810.00,15718.00,12304.00,13386.00,12530.00,82.83,15.28,16.04,33.05,36.32
-2580804580235202631,49,1700,2728,9251897112,5108208350,3629789773,661320392,606268823,40.00,1028.00,772.00,370.00,326.00,3736.00,15848.00,12464.00,10300.00,9498.00,93.40,15.42,16.15,27.84,29.13
1096874049575290602,50,1700,2717,10443785064,3591101530,2636997504,746999680,739707484,65.00,1017.00,764.00,461.00,399.00,3944.00,14746.00,11644.00,10682.00,9750.00,60.68,14.50,15.24,23.17,24.44
